Review,Class
excelente atencion recibida  la comida super deliciosa  la atencion de juan carlos muy esmerada  en el lobby a isaias  la srta yoemi muy atenta y destaco la atencion de jeison  quien nos ayudo mucho  sin duda volveremos,5
las instalaciones muy bonitas y limpias la atencion del personal de la misma manera me encanto   las promociones del mismo hotel muy buenas  el desayuno buffet con mucha variedad de alimentos  la atencion del personal excelente y los dibujos increibles,5
muy buena comida  muy buena musica  servicio me quedo mal  lo mas molesto el tipo de gente que hay  primera vez en un restaurante  supuestamente bien  en san pedro que me tocan weyes con prostitutas en la mesa de alado  se exceden lo que dejan   mas,3
fue una muy linda experiencia  ya que hicimos el tour con guia particular y nos enteramos de toda la historia de este impactante castillo y teniendo en cuenta los a os que tiene  nos sorprendio  con la inteligencia que fue construido   por los espa oles   pensando en las invasiones inglesas  los tuneles todos conectados  los huecos con eco para avisar con un solo grito a todos los soldados del castillo  cosejo importante si toca dia de sol  que no falte sombrero o gorra y agua  te venden en la entreda  como siempre negociar precio  en fin  les podria contar mucho mas  pero prefiero que hagan la visita y se sorprendan ,5
es increible que un hotel de la cadena posadas cuente con recepcionistas que no tengan actitud de servicio  el recepcionista de la tarde  ni siquiera para saber su nombre ya que no contaba con gafete  nos dijo que no tenian habitaciones con dos camas  sin embargo me dijo que me podia colocar una cama extra de tama o matrimonial sin costo  al subir la cama adicional me percato que es tama o individual  a lo que el joven solo se limito a decir  es el unico tama o que tenemos  pero le podemos subir una segunda cama   ya se imaginaran  si de por si los cuartos son peque os a adir   camas hace que no puedas ni abrir la puerta de lo ajustado que quedas  para acabar y simplemente para acabar    el mismo joven tenia aliento alcoholico        pesima imagen del hotel  ojala que el x     ,2
si estas en la plaza  pasear en el palacio del gobernador y mirar  el edificio en si es interesante  y los murales contar una historia convincente de la gente maya  en algunos lugares me senti los murales le restaron valor a la arquitectura del edificio  son sin duda de un estilo diferente  en un segundo piso habitacion preparativos con miras a un evento  y por alguna razon la gente sorround pensamos que la musica era necesario explosion dolorosos en los niveles de decibelios ,4
muy buen ambiente  buen sabor y excelentes recomendaciones  ideal para todo tipo de reunion  ya sea en familia  negocios o amigos  muy recomendado ,5
casi no vamos a chichen itza porque habiamos estado en varias otras ruinas mayas  nuestros amigos dijeron que viven en tulum que teniamos que ir  estoy muy contenta de haberlo hecho  llegamos alli cuando inauguro el parque  es el momento perfecto  esto fue un poco extra o  hay dos entradas que tienes que pagar para entrar en el parque  fui hasta la primera ventana de billetes y nuestras entradas  luego nos parado por un chico que quiere ser nuestro guia  el es muy agradable  pero le decimos no  luego el nos dice que aun tenemos que pagar otra entrada en el siguiente puesto de cajera  en primer lugar  creo que el es si eramos estafadores  el es justo  no lo entiendo  dijo que es como se paga alli al gobierno federal y se paga alli para el gobierno estatal  lo que sea  fui a la proxima cajero  comprado mas entrada pases  y nos dirigimos a la puerta de entrada  efectivamente  habia dos arriesgan diferentes de billetes sin embargo  cualquiera que sea la tarifa era  valio la pena  la primera cosa que se ve es la gran piramide y esta cubierto por una capa de niebla ligera  oh my  totalmente mistica  desde alli caminamos por los jardines en total inspirador  hicimos un descanso y fuimos al mayaland hotel para el desayuno  se que el nombre suena mal  pero este lugar no es pasatiempo favorito  los jardines son como viejos hawaii  hay bungaloes bajos con techo de paja estan ubicados en todo los jardines tropicales  esta es una visita obligada  el desayuno era magnifico y deliciosa ,3
es un lugar muy agradable de visitar  no recomiendo ir tan tarde porque se llena mucho  pero es un sitio ideal para tomar muchas fotos increibles  puedes pasear por alli tranquilamente y si vas el domingo es gratis  me encanto     ,4
lugar bonito e historico muy recomendable para pasar un dia aprendiendo y divirtiendose cerca de la ciudad de monterrey ,4
este es uno de los mejores museos que he visitado ya que el colorido de las obras es increible  nunca fui gran fan de botero hasta ahora  es      recomendable ,5
somos miembros en villa del arco en cabo san lucas y queria probar otro complejo de villa para una escapada de invierno  villa del palmar flamingos en la rivera nayarit no decepciono   habitaciones   todas las habitaciones vista bahia de banderas y recomendaria un nivel inferior o a nivel superior  ya algunas de las palmeras en el resort puede obstaculizar la vista  nos hospedamos en una suite de dos habitaciones y era muy amplia y limpia  el servicio de limpieza hizo un buen trabajo     las habitaciones siempre estaba muy limpio e incluso nos sorprendio un par de dias con lindos animales de toalla   los botones  estaban todos excepcional  nuestro amigo que viajo con nosotros  perdio su telefono movil en un taxi en nuestro camino a una excursion  debido al gran servicio de botones y el personal su informacion grabada  fueron capaces de localizar el conductor del taxi y su telefono movil  este complejo hace un gran trabajo en cierto sus clientes estan seguros   servidores   los servidores piscina estaban bien sobre advierte que cuando happy hour era cada dia  el servicio era bueno  pero me parecio que a veces pueden haber sido corto de personal ya que no por tan a menudo como los camareros hicieron por nosotros en cabo  en la cena en el patron los camareros parecia aun mas corto de personal  ya que una noche nos espero bastante tiempo para tener nuestra orden y recibir la comida   comida  la comida era buena     mas opciones de restaurantes y opciones de comida seria una ventaja   en general  nos gusto mucho este complejo y  sin duda  volveremos  la playa  la piscina y las vistas eran impresionantes ,5
cuba no es conocido por su servicio increible  pero este lugar deberia ser  de lejos  el mejor servicio que recibi en cuba  la comida era deliciosa  otra rareza para la isla  el propietario nos proporciono informacion sobre la comida que pedimos y el chef  cuando   la comida fue hecho nos dio sugerencias sobre donde ir para esa noche  una gran experiencia en cuba  vale la pena el dinero mas,5
advertencia  si nunca antes has estado a puerto vallarta antes  guarda este consejo para el aeropuerto  cuando sales del area de seguridad  hacia la izquierda y sigue caminando pasas por todos los mostradores ignorad y la gente que te ofrece asistencia  todos son la gente de ventas de tiempos de tiempo y que te retraso que de moverse tu el transporte y la primera bebida en el resort     he estado en este complejo   veces los ultimos    a os pasado  el pasado   veces con mi esposa  este complejo solia ser llamado club eden y luego la solare  se solia ser el complejo solo por kilometros  sin embargo  que ha sido desarrollo y otros complejos son aparece  lo unico bueno   el samba conserva su encanto y tiene muchos personalizado personal que han ido alli por a os  esta en el oceano entre el aeropuerto y nuevo vallarta en el sur  bucerias hasta el norte  a unos    minutos a pie o en direccion te lleva a las tiendas y restaurantes si asi que elegir  la playa es estupenda  y el sonido de las olas es tan relajante  no tienes planeado de esnorquel a menos que tomar un tour a los arcos  yelapa o la zona de la isla  marietas el surf mantiene el churned de agua  la gran ventaja de la costa sureste   casi garantizado bien clima  alquilar un coche y tomar un norte de conducir de sayulitas y guyabitos  si te cabeza al sur de la ciudad  tomar un taxi     si estas buscando un lugar de fiesta dura   no es el lugar  es un hotel muy tranquilo  relajado lugar donde puedes encontrar siempre una silla de la piscina o en la playa  hay muchas actividades  pressures a nadie que a ellos  tienen tambien incluia un baile profesional y espectaculo grupo  que puso en una variedad de espectaculos espectacular que son una enorme mejora de muestra la mayoria de resort     el complejo en si es menos de     habitaciones  tiene un buffet de casi continuamente con una buena variedad de alimentos catering para gustos mas de gentes  ha sido reorganized en el a o pasado y funciona mucho mejor de a os anteriores  hay dos restaurantes a la carta  el venezia restaurante italiano y el grill  la parrilla ha honrado a dios bistecs  nueva york  rib ojos  t huesos  etc    y el restaurante italiano tiene el mejor queso crema lleno rollos de la cena  nunca me gusto  ambos tienen un servicio impecable y acabar con la oferta de especialidades cafe  que incluye un espectaculo de firey  para aquellos que he visitado antes  los menus han cambiado con la jubilacion chef de las anteriores y la acquisition de el nuevo chef oscar  muchas de las presentaciones de la comida son comparables a un hotel de   estrellas canadiense  se incluye incluian vino de casa  pero siempre puedes pedir una botella de sus su seleccion modesto pero impresionante  la cerveza y el alcohol es no gut a rot del final de fondo que sirven en muchos de los otros complejos asequible  tienen una buena seleccion de licor internacional     el bar y el restaurante son muy personal atento  a veces bastante comedic y siempre absoluta caballeros  cuando me enfermo por unos pocos dias  una evento inusual  el personal continuamente el ingreso en mi y se aseguro de que nos dieron la mejor consejo medico     las actividades de la playa incluyen el uso gratuito de su uno y dos personas  cima kayaks mesa y el uso de las tablas de surf  que la intentamos utilizar  todos los dias para chapotear con los delfines que servirtela casi como funcionaba el reloj cada dia entre      y      horas     si tienes hijos  puedes sentir seguro dandonos ellos aqui  el personal trata bien  y hasta ellos sirven en el bar   sin alcohol por supuesto  los menores de    personas todo deterioro pulserita blue bandas     tienen un fotografo en el complejo es que los alrededores para cada sunset y tiene las fotografias listo para comprar la siguiente ma ana en el restaurante de buffet  nos lleva la mayoria de nuestras propias fotos pero este tipo chuy tiene talento y un buen ojo para puestas  yo recomendaria altamente para conseguir un una foto de el   vale la pena     me he leido algunos comentarios negativos sobre la comida y la gente de multipropiedad en este complejo  mi esposa y yo hemos viajado por el mundo  probamos muchos buenos vinos  comido una variedad de cocinas y continuar a muchos restaurantes excepcional frecuentes  la comida en el samba esta seguro  delicioso y agradablemente presentado   hay una persona de la multipropiedad en el vestibulo en la recepcion  que te da una llamada de telefono acogedor initial cuando llegas  si no te responder que te dejan solos  con la excepcion de ofrecer te tour comprar  entonces se puede probar y meterte en un acuerdo de multipropiedad pero solo decirles que no estas interesado y te detras de  a diferencia del tiempo compartido dificil de nucleo personas se puede encontrar el centro  sus precios puede ser mejor que la empresa charteadas     bien la idea de que era enviar a darte algunos insight a este complejo  no a vivir tus vacaciones para ti  asi que voy a cerca de aqui  el samba es un maravilloso lugar que atiende a todas tus necesidades en una manera personalizado  y el personal es muy sincero  feliz y dispuesto a agradar  no hay forma de conseguir un precio mejor para tus dolar si estas buscando un hotel tranquilo y romantico vacaciones libres de estres    propinas no son necesarias y nunca afectado nuestro nivel de servicio  pero el personal seguro que aprecie ellos  asi que trae un bolsillo lleno de dolares de nosotros  porque tienen un gran oferta de problemas cambiarlas las monedas ,5
el sitio es de primera clase  la logistica y la experiencia humana puede ser muy duro trabajo y dispiriting       horas despues llegamos en coche de playa del carmen  el sitio era relativamente tranquila  pagamos oficial    pst para aparcar por oficina de billetes  asisten    minutos para entradas y en la que estabamos  el sitio es increible a una lastima que todo es zona acordonada y como ya se ha mencionado en otras criticas demasiados vendedores locales por todos los caminos   debe haber cientos de ellos  simplemente no hacer contacto visual nos fuimos   pm y el lugar estaba abarrotada  docena de cargas de autobus desde los hoteles disgorging su pasaje pringadillo y como nos salia nos conto sobre     vehiculos sobrantes tratando de entrar al sitio  el sitio tiene solo una entrada a lo largo de una calle estrecha con una barrera para recoger las tarifas de aparcamiento saliendo del carmen la autopista hay una estafa donde nos dirigieron a un kiosco de informacion que vende aparcamiento y billetes de entrada para nosotros    dando acceso a locales hoteles aparcamiento y una entrada alternativa ,5
despues de disfrutar la comida durante toda la semana que comimos en portobello  deberia haber sabido que estabamos en un paseo cuando abri la lista de vinos para encontrar a solo   vinos tintos por copa todo     por copa  camarero era agobiante y tenia una actitud cuatro de nosotros cada una tenia un entrante    copas de vino y un vaso de zumo y factura era de     que total de indignacion broma de hacer los propietarios creo que estan en el grove en la ,4
bonito  tranquiloes recomendable ir de dia por seguridadde noche es atractiva la iluminacion pero la soledad del area lo hace peligroso,4
estuvimos alojados en abril   noches  situado al lado del capitolio y a pocos pasos de la calle obispo  ideal para ir andando a todos los sitios de interes  el servicio atento  rapido y amable  el buffet del desayuno amplio  variado y de calidad  cenamos una noche para probar el restaurante y nos parecio un poco caro  la habitacion comoda y limpia  la cama muy grande de obligada visita son las vistas que se contemplan desde la piscina,4
creo que es el mejor restaurante de la ciudad real con cocina fusion  una verdadera mezcla de cocina maya y autor cocina  fuimos a desayunar y estaba delicioso todo estaba preparado perfecta  las porciones son buenas y creo que vale la pena su precio para   la calidad de la comidamas,5
la noria se encuentra en un renovado con un ambiente de hacienda  extraordinaria que la tradicion con elementos de moda  saldo este es uno de los mejores restaurantes de puebla donde puedes comer la oferta culinaria de la region  e  g  la mole   el restaurante   es bonito  con zonas diferentes que haran de su experiencia unica  la comida es fantastica  pero tambien el servicio de todo el personal  perfecto equilibrio entre costos y beneficios  en general  una mas cuando visite esta hermosa ciudad mas,5
hemos invertido una considerable cantidad de dinero en el vedanta propiedades durante los a os y mejorado  en mi madre solicitud al spa torre ultimo a o  esto se suponia que iba a ser un premium de productos  empecemos con lo bueno  el spa tower suites son excepcionales  estan bien equipadas y cuentan con vistas maravillosas  etc  el vino y la comida compras en la plaza es excepcional  los panes  chocolate  comidas gourmet y vinos y licores selecciones son maravillosos  el nuevo restaurante frances azul fue muy satisfactorio  ahora  para el resto de ella  la situacion del transporte es una mierda  habia dos personas discapacitadas conmigo y la falta de un sistema para manejar las personas mayores era totalmente inaceptable  sobre todo porque estabamos en una premium seccion de producto  al lado  el luxe se suponia que iba a ser una parte mas exclusivo del complejo de vendata  este a o parecia ser en su mayoria rci gente que era horrible y el personal no tenian el poder de acera algunos de los mas excesivamente mal comportamiento  varios de los clientes habituales que se reunen en la ubicacion esta epoca del a o todos nos sentimos la misma manera  tercero  la instalacion fue demasiada falta personal para esta epoca del a o  muchos miembros del personal no eran nuevas y bien entrenado en las instalaciones  cuarto  la logistica de este lugar son horribles  vedanta realmente necesita ir y visitar un four seasons  ritz carlton  etc  para ver como funcionan de complejos turisticos de primera clase  este lugar tiene mucho potencial dada su sitio y la belleza fisica pero opera mas o menos como un motel   ,3
un restaurante con una combinacion a la vez el estilo contemporaneo y anacronico respetando el sabor y presentacion de la buena comida mexicana  muy recomendado si quieres invitar a alguien que quiera apreciar la buena comida mexicana rodeado de un ambiente unico en su tipo ,5
el hotel esta en pleno corazon de la cuidad  lo cual te permitira el acceso a restaurantes  el zocalo y las vias de mas rapido acceso   la relacion costo beneficio es adecuada  las habitaciones estan limpias y la atencion es buena  mi experiencia al inicio no fue muy buena porque yo reserve una habitacion con cama queen y me asignaron una matrimonial argumentando que no tenian disponibilidad  pero despues de un rato me cambiaron  todos muy atentos y aunque hay politicas un poco raras para el uso de la alberca el hotel vale la pena  ,3
lugar descuidado no me gusto  la iglesia lo peor nada espectacular  lo bueno es el restaurante la autentica china poblana,3
otro destino en la visita a la ciudad de bogota que habiamos reservado  tranvia es una monta a que domina el centro de bogota  se puede acceder a la cumbre por teleferique  tranvia   serpenteante carretera railroad  o caminar  mejor tener un corazon fuerte y pulmones    cogimos el teleferique que era bastante rapido pero en un angulo empinado y quizas no es bueno para aquellos que tienen un problema con heights  hay un par de cosas que hacer en la cumbre  primero  la ciudad de bogota se extiende debajo de ti  si el clima es agradable se puede ver un largo camino     posiblemente todo el camino hasta la cordillera de los andes  es un pilgrimmage para los residentes locales y las    estaciones de la cruz estan disponibles  tambien hay una iglesia con un santuario dedicado a  el se or caido  una de las imagenes mas importantes de bogota  tambien hay restaurantes  un callejon de marketing turisticos  instalaciones  no gratuita en el cuarto de ba o  y un monton de flora y fauna  diferentes especies de colibries aves  para ver  puedes conseguir te de coca  ayuda con dolores de cabeza de altitud  aguardiente  agua de fuego  que le dara un dolor de cabeza   y hormigas fritas  para los aventureros    es una buena manera de matar a un par de horas y sin duda vale la pena el tiempo  recomendado ,4
he estado viniendo a este hotel durante un a o para viajes de negocios y te puedo decir que la calidad era mucho mejor entonces  la ubicacion es ideal y me siento como que es la razon por la que no te apetece mantener una buena calidad ,2
el servicio es horrible mi madre fuimos y ella tenia un caldo de lima    para llevar a casa fue despues de las   p m  y les dio las sobras de los valiosos clientes     ella nos heartburns y estomago toda la noche  tambien habia un salpute   el tomate era viejo y seco     quieren actuar como yucatan tradicional  pero no lo creo mas,1
el sabado fui a la guarida  par recomendacion de amigos  la comida muy buena  la chocolate   milk  excellent    pero  el serivcio pesimo  shame  porque el salon con sus cuadros de  mujer  su balcones  la comida  no es   stars mas,3
las chicas q trabajan ahi te quieren meter x la cabeza lo q tienes q comer  te sirven una miseria x    dolares   no son amables   es un hooters cubano con mala calidad  muy desepcionado,4
la ciudad amuralla de cartagena es sin dudas una visita obligada para cualquier visitante de colombia  la muralla se puede recorrer casi completa caminando  recomiendo hacerla temprano a la ma ana o al atardecer  al mediodia podes llegar a derretirte del calor  en cuanto a la ciudad en si  recorrerla prestando atencion a los vendedores  son sumamente insistentes si uno solamente mira lo que venden  no perderse la catedral  la plaza de la aduana  la torre del reloj  la plaza botero y el barrio san diego  las postales que sacas ahi son impagables ,5
nos alojamos   noches en este hotel en nos decepciono un poco   la habitacion era el mas barato en aproximadamente     dolares la noche  no tenia ventanas ni luz natural que era deprimente  tenia una caja de seguridad  minibar y plancha y tabla de planchar  cama estaba bien  el ba o muy viejo y no muy agradable   la cafeteria de enfrente del hotel es bastante agradable  buena para observar a la gente y tomar una copa o un cafe  pero las bandas locales de salsa que estan jugando sin parar durante todo el dia puede ser muy molesto con su coleccion de consejos  que de verdad molesto si no propina  hay un bar en la azotea mas ingenio bandas de salsa en las noches   el personal del hotel es bastante desagradable y no muy interesado en ayudar o proporcionar un servicio rapido y ,2
la verdad fui con muchisima expectativa a conocer chichen itza y la idea que tenia del lugar dejo mucho que desear en las fotos se luce mucho mejor falta orden  limpieza  sobre todo en los ba os  no regresaria,3
ubicado en la zona de vedado  un hotel enorme  es un monstruo de grande  con miles de pasajeros  alejado de la habana vieja pero con mucha conectividad  la habitacion era grande y espaciosa  en mi mesa de luz habian hormigas  la flor de la ducha del ba o estaba rota y si uno abria con toda la fuerza se mojaba el ba o  asi que habia que abrirla a medias  la espera de ascensores era eterna  por lo menos tenes que salir    minutos antes para llegar abajo a tiempo  el desayuno muy abundante y variado  y estaba la famosa pianista amenizando la ma ana  el personal muy amable y simpatico   volveria  probablemente  pero antes me buscar a un hotel mas cerca de la habana vieja ,3
espero me puedan brindar la oportunidad de llegar a la persona que hara los cambios necesarios   el lobby de este hotel se encuentra en el primer piso  por lo que en la planta baja solo hay un peque o recibidor y un par de elevadores   al momento de llegar todos cansados por el trabajo y el trayecto en carretera  en lugar de darnos una cordial bien venida nos dicen    no hay habitaciones libres    el estacionamiento de este hotel esta a    metros  los cuales no son una distancia considerable mas sin embargo  on el calor que hace en merida a las    horas que llegamos se vuelve un poco insufrible   finalmente ignoramus todas las negativas y nos dirigimos al lobby y al presentarme como cliente frecuente claro que me ayudaron a conseguir varias habitaciones   en el area de ,3
muy buen lugar para ver la ciudad amurallada desde arriba y todo lo que es cartagena  comprar agua antes de subir porque con el calor y la caminata se necesita reponer liquido  muchos vendedores de baratijas  muy buenos los tuneles subterraneos aunque no tiene buenos aromas  no precisamente a humedad  ,4
malo  no recomendable  hotel de mas de     a os  mal mantenido y atendido  ba os en pesimo estado  caudales de agua fria y caliente muy peque os  relacion caudal presio muy alta  buena situacion  lo mejor la piscina ,1
con los coches clasicos roaring pasado este impresionante edificio lo hace una gran foto de los al otro lado de la carretera mejor que la realidad ,5
para mi gusto es peque o y practicamente todos los puestos ofrecen las mismas artesanias y mismos precios por lo que no generan competencia entre ellos igual compras en la primer tienda tus recuerdos y ya no es necesario ver las demas  aunque ovbiamente si eres visitante tendras que dar vuelta por todos los puestos para comprobarlo,4
pedi matrimonio  se encargaron de ubicarme en una excelente vista  arreglaron la mesa con un paquete que elegi  estuvieron al pendiente   me grabaron sin pedirles   me dieron un video de celular  me tomaron fotos y me hicieron que el dia fuera mas que   mas,5
encontrara un hotel amplio y limpio de aspecto muy americano  con todos los servicios que requiere para una conferencia   si quiere vivir cartagena busque algo dentro de la ciudad amurallada de tipo boutique  no se arrepentira  ,4
ubicado en el centro de la ciudad  mi esposo y yo lo visitamos un dia domingo  el ingreso fue gratuito  muestra la gran riqueza artistica de los antepasados pre hispanicos de colombia y america obras fabulosas en tama o peque o  excelentemente realizadas las instalaciones estaban repletas de gente  familias completas con ni os  un poco de desorden por la cantidad de personas ir con tiempo para disfrutar ver todas las obras ,4
venir a bogota requiere un paseo por el barrio de la candelaria   tiempo  para llegar  y poner un punto de inicio  como por ejemplo el chorro de quevedo  y a partir de ahi  hacer en zigzag calles y carreras  recorrer cada esquina  darse tiempo para imaginar como pudieron haber sido el inicio de esta ciudad y su proceso de evolucion hasta llegar a ser una ciudad de mas de   millones ,3
almorzamos en este lugar  previa reserva  la comida era bastante buena y la atencion tambien  pero lo mejor era la arquitectura  la decoracion del lugar  muy lindo  nos costo un poco llegar al lugar  ya que si bien esta en el centro no esta en   mas,3
ya habia probado esta calidad de comida  pero no en mexico  si sabe que tiene buen sazon y le da en su punto ,3
excelente   atendido por sus due os  un lugar calido  excelente cocina  los mejores vinos  lo recomiendo para cualquier ocasion    ,5
nuestra visita  por desgracia  no era una muy buena  compramos el paquete completo  transporte desde merida  excursion  cenote  y almuerzo  el primer problema fue que nos pusieron en una excursion unicamente en espa ol  he visto en muchos de los comentarios que al menos algunos de los guias son biling e  asi que no estoy seguro de como nos perdimos en ese tipo de excursion  pero   si los   de nosotros no entendian lo que la guia estaba diciendo  ademas  estuvimos alli en un dia muy caluroso  y uno de los miembros de nuestro grupo era casi pasa por el calor mientras el carro a caballo del cenote  nos explico lo que estaba ocurriendo y les preguntamos si podiamos volver enseguida con el grupo frente a nosotros  pero nos dijeron que no  que teniamos que esperar una hora  estaban sirviendo bebidas en el cenote  pero se quedaron sin agua  fue una situacion peligrosa  pero las dos personas de personal pedimos  incluido el guia  no le importara  nuestro consejo     si no hablas espa ol muy bien  asegurate de pedir con antelacion para colocar en la lengua inglesa tour  y    si no te molesta el calor  asegurate de llevar consigo un monton de su propia agua ,3
es un lugar donde se disfruta y se recuerda por su construccion de fortaleza la epoca colonial donde se han instalado diferentes anexos para ferias que se disfrutan mucho,5
se ubica en la parte antigua de la ciudad  al llegar podemos ver el monumento de jose marti de casi     metros de altura  en cuya base encontramos el memorial  es el lugar de reunion de pueblo cubano  fue creada en epoca de la presidencia de fulgencio batista  siendo una de las plazas mas grandes del mundo  no dejen de conocer este historico lugar ,4
ofertan cosas que no cumplen  cobran servicios que no prestan  ademas de lo descuidado en su presentacion teniendo en cuenta que tiene cuatro estrellas ,3
las vieiras en cada ocasion en cada restaurante eran una presentacion viscosa translucida  la carne no era carne  los otros platos que no se podia decir lo que nos sirven ,5
el malecon es un clasico de la habana   se pueden apreciar bonitos atardeceres   por lo general no hay mucha gente asi que es mas que tranquilo tambien es una buena opcion recorrerlo a pie si estas en la zona de vedado o centro habana para ir hacia la habana vieja   ,4
es un placer conocer esta hacienda  los objetos que conservan son inigualables  realmente te transporta en el tiempo al imaginar como vivia la familia en esa epoca  los detalles de las puertas que quedan  guardadas  entre los muros al abrirse me llamo mucho la atencion   el comedor es hermoso   peculiar el  arbol de la jicara      ,5
un recorrido que debes hacer  vale mucho la pena  conozcamos nuestro mexico es hermoso hay que quererlo mas y cuidarlo,5
sigue en restauracion cuando lo visite  nadie supo cuando se reabriran  para dar una idea de como era el baluarte  basta ver el mapa de la vieja veracruz en el renovado museo naval de la armada en donde se aprecia los muros y el baluarte defensivo,2
hay tiendas de joyas  restaurantes  parques  catedrales  hoteles  clubes  bares y conciertos todo dentro de la  ciudad amurallada    tambien hay un monton de vendedores ambulantes que venden baratijas cada concebible que te puedas imaginar  algunos estan vendiendo real perlas freshwater y turquesa  otros el tradicional colombiano bolsos que hombres y mujeres  estan decoradas con dise os unicos  que creo que indica su tribu o el distrito  asegurate de visitar la esmeralda y museos de oro para que te den un vistazo a la historia pre colombiana  las areas fuera de la pared son tambien bonitos incluyendo la bahia y varios parques y otras zonas comerciales ,5
es una visita tranquila y bien turistica  adecuada para familias y personas buscando conocer mas que gastronomia y fiesta en cartagena  es un buen espacio para refugiarse del sol y visitar algo tranquilo ,4
el hotel cuenta con una ubicacion inmejorable  la habitacion es amplia  comoda  recomendable habitaciones en pisos altos ya que la zona es ruidosa  tiene un bar en el ultimo piso en el cual se hacen espectaculos y por la noche abren el techo  posee unas vistas increibles  una contra son sus ascensores ya que solo funciona la mitad y es un hotel muy grande para pocos ascensores,4
el lugar es enorme en terminos de escala  tambien esta en muy buenas condiciones y le da una muy buena idea de como fuerte el fort es y como fue capaz de resistir los ataques de los piratas y enemigos de los espa oles entonces  el metro tuneles  que se pueden recorrer libremente y son impresionantes  sin duda no apto para claustrofobicos  puede llegar a hacer mucho calor inisde los tuneles especialmente si hay muchas personas al mismo tiempo  a veces  no es posible cruzarse con otro porque los tuneles son muy estrechas  ademas  es recomendable llevar una linterna ya que algunas partes no estan bien iluminado por desgracia  no hay mucha informacion sobre la fortaleza  a menos que alquilar un guia o usar una audioguia ,3
pareciamos invisibles jamas nos llego la carta y las mesas al lado las atendian llamabamos a los meseros y como si nada  no recomiendo el lugar por mas bonito y fama jamas volveria,1
restaurado hotel con vistas al malecon y el mar de noche  lugar ideal para disfrutar de una copa y contemplar la habana antes de castro  salida a la izquierda despues de bar a pie de patio exterior para ver fotos de la bella e historica ,4
me encanta la habana y normalmente me alojo en el hotel nacional  que es  por mucho  mi favorito  por desgracia  en esta ocasion estaba lleno  asi que aterrice aqui en el iberostar  la ubicacion es perfecta  y todo esta a buena distancia a pie   mi habitacion estaba en la parte colonial del hotel y una amplia suite en esquina con fantasticas vistas del parque  la cama era comoda y todo funcionaba como debia  una habitacion solido  pero nada demasiado especial   lo que realmente permita que el hotel fue el servicio deficiente en los bares en el vestibulo y en la terraza  ciertamente no es la escasez de personal  sin embargo  parecia estar mas contentos a pie charlando de ver en los clientes  especialmente en el bar de la azotea  vale la pena una visita por las vistas increibles   ,3
precioso atardecer de la habana o cuando hay olas rompiendo  de obligatoria visita  las vistas desde la fortaleza del morro son geniales tambien  no es recomendable ir de noche por posibles hurtos ,4
restaurante de la azotea con las comidas estilo tapa  las correderas mini hamburguesa eran deliciosos  como las albondigas  los demas platos tambien eran excelentes  muy buena comida  especialmente si tienes ni os ,5
aunque no nos alojamos aqui  visitamos este gran hotel antiguo por parte de un dia  es verdaderamente la habana vieja  ademas de la arquitectura historica  hay un numero de pantallas de museo que solo hacen que el viaje merezca la pena de lado  la comida es muy buena y lo recomiendo encarecidamente las cuba libres en la veranda ,4
nos hospedamos en el piso      la vista de la habitacion era muy linda esta cerca de la heladeria copelia a cuadras de la universidad de la habana el museo de napoleon   cerca del malecon  si la ubicacion es buena   pero los ascensores no funcionan bien se demoran mucho en bajar en una oportunidad bajamos a pie y las escaleras ya que era demasiada la espera los pasillos del hotel tienen una alfombra vieja sucia y con mal olor    el aseo de las piezas esta bien   el desayuno es bastante completo el personal es muy amable y la piscina es bonita  ,3
esta como otras plazas  pero esta gracias a sus ca ones en espcial  permiten volver el tiempo atras y conocer varios detalles de la rica historia de la habana y de cuba en general,4
para culquier tipo de viaje pero en especial en familia con ni os  por las actividades e instalaciones que brindan para ellos  la comida me parece muy costosa  en las areas de piscinas y playa brindan seguridad ,3
todo muy sabroso  bien atendido  buen precio  solamente incomodo por lo peque o del local y la gran cantidad de gente que espera a desgustar tan sabrosos platillos,4
buen hotel  nos quedamos una noche por razones de negocio y disfrutamos de nuestra estancia  muy buena ubicacion sobre angelopolis y muy bonita vista en las habitaciones    enhorabuena por un hotel ejecutivo,4
la patry y yo llegamos en taxi al centro de puebla y ahi elegimos visitar este restaurante referido en tripadvisor  fuimos caminando y el googlemaps nos jugo una bromita  ya que hay otro hotel con una direccion homonima  corregimos y llegamos al  bueno     para empezar    mas,4
mi esposa y asistieron a una presentacion de multipropiedad en abril         esta propiedad  nuestro vendedor  kevin  era muy agradable  profesional y un buen representante de la empresa  el lugar nos parecio muy agradable y atractivo tienen presenta  la desventaja de esta visita fue el super mas presentacion extendida  llegamos para nuestra presentacion a las   de la ma ana y no llegar de la propiedad casi hasta las   pm  ademas que casi perdimos el espectaculo de ritmos de la noche  que era un regalo   asi que ten cuidado si te ofrecen una presentacion en este lugar     minutos minutos presentaciones deben estar justo eso y no     horas  es una pena que  en vidanda vas a ejecutar personas con estos presentacion de largo ,5
el mercado es peque o y muy bien equipada en ceramica talavera pero es tradicional y diversion a una corta distancia a pie desde el centro,4
eramos un grupo de treinta y el personal se aseguro de que estabamos todos juntos las bebidas eran buenas y sirve bastante rapidamente,5
